id,code,name,user_type_id:id,reconcile,chart_template_id:id
a_7_750300,750300,Laba (rugi) Mesin dan Peralatan,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_750400,750400,Laba (rugi) Kendaraan,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_760000,760000,LABA (RUGI) SELISIH KURS,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_760100,760100,Laba (rugi) selisih kurs,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_8_810000,810000,PAJAK PENGHASILAN,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_8_810100,810100,Pajak Kini,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_8_810200,810200,Pajak Tangguhan,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_8_820000,820000,PENDAPATAN KOMPREHENSIF LAIN,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_8_820100,820100,Keuntungan (kerugian) Aktuarial,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_8_820200,820200,Pajak Terkait,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
